Model,postcode,date,Price Category,Value
Actual,EH20 9PX,24/09/2024,Express 3,62.35
Actual,EH20 9PX,24/09/2024,Express 2,65.35
Actual,EH20 9PX,24/09/2024,Emergency,76.35
Actual,EH20 9PX,25/09/2024,Standard,58.35
Actual,EH20 9PX,25/09/2024,Express 5,61.35
Actual,EH20 9PX,25/09/2024,Express 3,62.35
Actual,EH20 9PX,25/09/2024,Express 2,65.35
Actual,EH20 9PX,25/09/2024,Emergency,76.35
Actual,EH20 9PX,26/09/2024,Standard,58.29
Actual,EH20 9PX,26/09/2024,Express 5,61.29
Actual,EH20 9PX,26/09/2024,Express 3,62.29
Actual,EH20 9PX,26/09/2024,Express 2,65.29
Actual,EH20 9PX,26/09/2024,Emergency,76.29
Actual,FK3 9UT,19/09/2024,Standard,62
Actual,FK3 9UT,19/09/2024,Express 5,64.82
Actual,FK3 9UT,19/09/2024,Express 3,67.02
Actual,FK3 9UT,19/09/2024,Express 2,68.86
Actual,FK3 9UT,19/09/2024,Emergency,73.74
Actual,FK3 9UT,20/09/2024,Standard,62
Actual,FK3 9UT,20/09/2024,Express 5,64.82
Actual,FK3 9UT,20/09/2024,Express 3,67.02
Actual,FK3 9UT,20/09/2024,Express 2,68.86
Actual,FK3 9UT,20/09/2024,Emergency,73.74
Actual,FK3 9UT,21/09/2024,Standard,57.5
Actual,FK3 9UT,21/09/2024,Express 5,64.82
Actual,FK3 9UT,21/09/2024,Express 3,67.02
Actual,FK3 9UT,21/09/2024,Express 2,68.86
Actual,FK3 9UT,21/09/2024,Emergency,73.74
Actual,FK3 9UT,22/09/2024,Standard,57.5
Actual,FK3 9UT,22/09/2024,Express 5,64.82
Actual,FK3 9UT,22/09/2024,Express 3,67.02
Actual,FK3 9UT,22/09/2024,Express 2,68.86
Actual,FK3 9UT,22/09/2024,Emergency,73.74
Actual,FK3 9UT,23/09/2024,Standard,57.5
Actual,FK3 9UT,23/09/2024,Express 5,64.5
Actual,FK3 9UT,23/09/2024,Express 3,66.7
Actual,FK3 9UT,23/09/2024,Express 2,68.54
Actual,FK3 9UT,23/09/2024,Emergency,73.42
Actual,FK3 9UT,24/09/2024,Standard,57.5
Actual,FK3 9UT,24/09/2024,Express 5,64.5
Actual,FK3 9UT,24/09/2024,Express 3,66.7
Actual,FK3 9UT,24/09/2024,Express 2,68.54
Actual,FK3 9UT,24/09/2024,Emergency,73.42
Actual,FK3 9UT,25/09/2024,Standard,57.5
Actual,FK3 9UT,25/09/2024,Express 5,64.5
Actual,FK3 9UT,25/09/2024,Express 3,66.7
Actual,FK3 9UT,25/09/2024,Express 2,68.54
Actual,FK3 9UT,25/09/2024,Emergency,73.42
Actual,FK3 9UT,26/09/2024,Standard,57.5
Actual,FK3 9UT,26/09/2024,Express 5,64.45
Actual,FK3 9UT,26/09/2024,Express 3,66.65
Actual,FK3 9UT,26/09/2024,Express 2,68.49
Actual,FK3 9UT,26/09/2024,Emergency,73.37
Actual,FK7 8HA,19/09/2024,Standard,67.66
Actual,FK7 8HA,19/09/2024,Express 5,67.66
Actual,FK7 8HA,19/09/2024,Express 3,71.66
Actual,FK7 8HA,19/09/2024,Express 2,74.46
Actual,FK7 8HA,19/09/2024,Emergency,78.06
Actual,FK7 8HA,20/09/2024,Standard,67.64
Actual,FK7 8HA,20/09/2024,Express 5,67.64
Actual,FK7 8HA,20/09/2024,Express 3,71.64
Actual,FK7 8HA,20/09/2024,Express 2,74.44
Actual,FK7 8HA,20/09/2024,Emergency,78.04
Actual,FK7 8HA,21/09/2024,Standard,67.64
Actual,FK7 8HA,21/09/2024,Express 5,67.64
Actual,FK7 8HA,21/09/2024,Express 3,71.64
Actual,FK7 8HA,21/09/2024,Express 2,74.44
Actual,FK7 8HA,21/09/2024,Emergency,78.04
Actual,FK7 8HA,22/09/2024,Standard,67.64
Actual,FK7 8HA,22/09/2024,Express 5,69.64
Actual,FK7 8HA,22/09/2024,Express 3,71.64
Actual,FK7 8HA,22/09/2024,Express 2,74.44
Actual,FK7 8HA,22/09/2024,Emergency,78.04
Actual,FK7 8HA,23/09/2024,Standard,67.49
Actual,FK7 8HA,23/09/2024,Express 5,69.49
Actual,FK7 8HA,23/09/2024,Express 3,71.49
Actual,FK7 8HA,23/09/2024,Express 2,74.29
Actual,FK7 8HA,23/09/2024,Emergency,77.89
Actual,FK7 8HA,24/09/2024,Standard,67.49
Actual,FK7 8HA,24/09/2024,Express 5,69.49
Actual,FK7 8HA,24/09/2024,Express 3,71.49
Actual,FK7 8HA,24/09/2024,Express 2,74.29
Actual,FK7 8HA,24/09/2024,Emergency,77.89
Actual,FK7 8HA,25/09/2024,Standard,67.45
Actual,FK7 8HA,25/09/2024,Express 5,69.49
Actual,FK7 8HA,25/09/2024,Express 3,71.45
Actual,FK7 8HA,25/09/2024,Express 2,74.25
Actual,FK7 8HA,25/09/2024,Emergency,77.85
Actual,FK7 8HA,26/09/2024,Standard,67.45
Actual,FK7 8HA,26/09/2024,Express 5,69.49
Actual,FK7 8HA,26/09/2024,Express 3,71.45
Actual,FK7 8HA,26/09/2024,Express 2,74.25
Actual,FK7 8HA,26/09/2024,Emergency,77.85
Actual,HU2 0LL,19/09/2024,Standard,58.03
Actual,HU2 0LL,19/09/2024,Express 5,58.03
Actual,HU2 0LL,19/09/2024,Express 3,58.53
Actual,HU2 0LL,19/09/2024,Express 2,59.03
Actual,HU2 0LL,19/09/2024,Emergency,90.63
Actual,HU2 0LL,20/09/2024,Standard,57.43
Actual,HU2 0LL,20/09/2024,Express 5,57.43
Actual,HU2 0LL,20/09/2024,Express 3,57.93
Actual,HU2 0LL,20/09/2024,Express 2,58.43
Actual,HU2 0LL,20/09/2024,Emergency,90.63
Actual,HU2 0LL,21/09/2024,Standard,57.55
Actual,HU2 0LL,21/09/2024,Express 5,57.55
Actual,HU2 0LL,21/09/2024,Express 3,58.05
Actual,HU2 0LL,21/09/2024,Express 2,58.55
Actual,HU2 0LL,21/09/2024,Emergency,90.63
Actual,HU2 0LL,22/09/2024,Standard,57.55
Actual,HU2 0LL,22/09/2024,Express 5,57.55
Actual,HU2 0LL,22/09/2024,Express 3,58.05
Actual,HU2 0LL,22/09/2024,Express 2,58.55
Actual,HU2 0LL,22/09/2024,Emergency,90.63
Actual,HU2 0LL,23/09/2024,Standard,57.55
Actual,HU2 0LL,23/09/2024,Express 5,57.55
Actual,HU2 0LL,23/09/2024,Express 3,58.05
Actual,HU2 0LL,23/09/2024,Express 2,58.55
Actual,HU2 0LL,23/09/2024,Emergency,90.63
Actual,HU2 0LL,24/09/2024,Standard,56.28
Actual,HU2 0LL,24/09/2024,Express 5,56.28
Actual,HU2 0LL,24/09/2024,Express 3,56.78
Actual,HU2 0LL,24/09/2024,Express 2,57.28
Actual,HU2 0LL,24/09/2024,Emergency,90.63
Actual,HU2 0LL,25/09/2024,Standard,56.94
Actual,HU2 0LL,25/09/2024,Express 5,56.94
Actual,HU2 0LL,25/09/2024,Express 3,57.44
Actual,HU2 0LL,25/09/2024,Express 2,57.94
Actual,HU2 0LL,25/09/2024,Emergency,90.63
Actual,HU2 0LL,26/09/2024,Standard,56.92
Actual,HU2 0LL,26/09/2024,Express 5,56.92
Actual,HU2 0LL,26/09/2024,Express 3,57.42
Actual,HU2 0LL,26/09/2024,Express 2,57.92
Actual,HU2 0LL,26/09/2024,Emergency,90.63
Actual,IP14 6QA,19/09/2024,Standard,56.65
Actual,IP14 6QA,19/09/2024,Express 5,58.65
Actual,IP14 6QA,19/09/2024,Express 3,60.65
Actual,IP14 6QA,19/09/2024,Express 2,66.5
Actual,IP14 6QA,19/09/2024,Emergency,69.5
Actual,IP14 6QA,20/09/2024,Standard,56.65
Actual,IP14 6QA,20/09/2024,Express 5,58.62
Actual,IP14 6QA,20/09/2024,Express 3,60.65
Actual,IP14 6QA,20/09/2024,Express 2,75
Actual,IP14 6QA,20/09/2024,Emergency,80
Actual,IP14 6QA,21/09/2024,Standard,56.65
Actual,IP14 6QA,21/09/2024,Express 5,58.65
Actual,IP14 6QA,21/09/2024,Express 3,60.65
Actual,IP14 6QA,21/09/2024,Express 2,75
Actual,IP14 6QA,21/09/2024,Emergency,80
Actual,IP14 6QA,22/09/2024,Standard,56.65
Actual,IP14 6QA,22/09/2024,Express 5,58.65
Actual,IP14 6QA,22/09/2024,Express 3,60.65
Actual,IP14 6QA,22/09/2024,Express 2,75
Actual,IP14 6QA,22/09/2024,Emergency,80
Actual,IP14 6QA,23/09/2024,Standard,56.65
Actual,IP14 6QA,23/09/2024,Express 5,58.65
Actual,IP14 6QA,23/09/2024,Express 3,60.65
Actual,IP14 6QA,23/09/2024,Express 2,73
Actual,IP14 6QA,23/09/2024,Emergency,80
Actual,IP14 6QA,24/09/2024,Standard,55.19
Actual,IP14 6QA,24/09/2024,Express 5,59.65
Actual,IP14 6QA,24/09/2024,Express 3,61.65
Actual,IP14 6QA,24/09/2024,Express 2,73
Actual,IP14 6QA,24/09/2024,Emergency,80
Actual,IP14 6QA,25/09/2024,Standard,54.99
Actual,IP14 6QA,25/09/2024,Express 5,59.65
Actual,IP14 6QA,25/09/2024,Express 3,61.65
Actual,IP14 6QA,25/09/2024,Express 2,78.5
Actual,IP14 6QA,25/09/2024,Emergency,80
Actual,IP14 6QA,26/09/2024,Standard,55.77
Actual,IP14 6QA,26/09/2024,Express 5,59.65
Actual,IP14 6QA,26/09/2024,Express 3,61.65
Actual,IP14 6QA,26/09/2024,Express 2,78.5
Actual,IP14 6QA,26/09/2024,Emergency,80
Actual,KY11 8GH,19/09/2024,Standard,62.14
Actual,KY11 8GH,19/09/2024,Express 5,64.28
Actual,KY11 8GH,19/09/2024,Express 3,66.47
Actual,KY11 8GH,19/09/2024,Express 2,68.45
Actual,KY11 8GH,19/09/2024,Emergency,79.13
Actual,KY11 8GH,20/09/2024,Standard,62.11
Actual,KY11 8GH,20/09/2024,Express 5,64.26
Actual,KY11 8GH,20/09/2024,Express 3,66.46
Actual,KY11 8GH,20/09/2024,Express 2,68.44
Actual,KY11 8GH,20/09/2024,Emergency,79.11
Actual,KY11 8GH,21/09/2024,Standard,61.5
Actual,KY11 8GH,21/09/2024,Express 5,64.23
Actual,KY11 8GH,21/09/2024,Express 3,66.42
Actual,KY11 8GH,21/09/2024,Express 2,68.4
Actual,KY11 8GH,21/09/2024,Emergency,79.08
Actual,KY11 8GH,22/09/2024,Standard,61.5
Actual,KY11 8GH,22/09/2024,Express 5,64.23
Actual,KY11 8GH,22/09/2024,Express 3,66.42
Actual,KY11 8GH,22/09/2024,Express 2,68.4
Actual,KY11 8GH,22/09/2024,Emergency,79.08
Actual,KY11 8GH,23/09/2024,Standard,60.35
Actual,KY11 8GH,23/09/2024,Express 5,62.5
Actual,KY11 8GH,23/09/2024,Express 3,64.7
Actual,KY11 8GH,23/09/2024,Express 2,66.68
Actual,KY11 8GH,23/09/2024,Emergency,77.35
Actual,KY11 8GH,24/09/2024,Standard,60.35
Actual,KY11 8GH,24/09/2024,Express 5,62.5
Actual,KY11 8GH,24/09/2024,Express 3,64.7
Actual,KY11 8GH,24/09/2024,Express 2,66.68
Actual,KY11 8GH,24/09/2024,Emergency,77.35
Actual,KY11 8GH,25/09/2024,Standard,60.35
Actual,KY11 8GH,25/09/2024,Express 5,62.5
Actual,KY11 8GH,25/09/2024,Express 3,64.7
Actual,KY11 8GH,25/09/2024,Express 2,66.68
Actual,KY11 8GH,25/09/2024,Emergency,77.35
Actual,KY11 8GH,26/09/2024,Standard,60.32
Actual,KY11 8GH,26/09/2024,Express 5,62.47
Actual,KY11 8GH,26/09/2024,Express 3,64.67
Actual,KY11 8GH,26/09/2024,Express 2,66.65
Actual,KY11 8GH,26/09/2024,Emergency,77.32
Actual,KY13 0QQ,19/09/2024,Standard,62.14
Actual,KY13 0QQ,19/09/2024,Express 5,64.29
Actual,KY13 0QQ,19/09/2024,Express 3,66.49
Actual,KY13 0QQ,19/09/2024,Express 2,68.47
Actual,KY13 0QQ,19/09/2024,Emergency,79.14
Actual,KY13 0QQ,20/09/2024,Standard,62.11
Actual,KY13 0QQ,20/09/2024,Express 5,64.26
Actual,KY13 0QQ,20/09/2024,Express 3,66.46
Actual,KY13 0QQ,20/09/2024,Express 2,68.44
Actual,KY13 0QQ,20/09/2024,Emergency,79.11
Actual,KY13 0QQ,21/09/2024,Standard,61.5
Actual,KY13 0QQ,21/09/2024,Express 5,64.26
Actual,KY13 0QQ,21/09/2024,Express 3,66.46
Actual,KY13 0QQ,21/09/2024,Express 2,68.44
Actual,KY13 0QQ,21/09/2024,Emergency,79.11
Actual,KY13 0QQ,22/09/2024,Standard,61.5
Actual,KY13 0QQ,22/09/2024,Express 5,64.26
Actual,KY13 0QQ,22/09/2024,Express 3,66.46
Actual,KY13 0QQ,22/09/2024,Express 2,68.44
Actual,KY13 0QQ,22/09/2024,Emergency,79.11
Actual,KY13 0QQ,23/09/2024,Standard,60.35
Actual,KY13 0QQ,23/09/2024,Express 5,62.5
Actual,KY13 0QQ,23/09/2024,Express 3,64.7
Actual,KY13 0QQ,23/09/2024,Express 2,66.68
Actual,KY13 0QQ,23/09/2024,Emergency,77.35
Actual,KY13 0QQ,24/09/2024,Standard,60.35
Actual,KY13 0QQ,24/09/2024,Express 5,62.5
Actual,KY13 0QQ,24/09/2024,Express 3,64.7
Actual,KY13 0QQ,24/09/2024,Express 2,66.68
Actual,KY13 0QQ,24/09/2024,Emergency,77.35
Actual,KY13 0QQ,25/09/2024,Standard,60.35
Actual,KY13 0QQ,25/09/2024,Express 5,62.5
Actual,KY13 0QQ,25/09/2024,Express 3,64.7
Actual,KY13 0QQ,25/09/2024,Express 2,66.68
Actual,KY13 0QQ,25/09/2024,Emergency,77.35
Actual,KY13 0QQ,26/09/2024,Standard,60.32
Actual,KY13 0QQ,26/09/2024,Express 5,62.47
Actual,KY13 0QQ,26/09/2024,Express 3,64.67
Actual,KY13 0QQ,26/09/2024,Express 2,66.65
Actual,KY13 0QQ,26/09/2024,Emergency,77.32
Actual,KY3 9YE,19/09/2024,Standard,62.14
Actual,KY3 9YE,19/09/2024,Express 5,64.28
Actual,KY3 9YE,19/09/2024,Express 3,66.47
Actual,KY3 9YE,19/09/2024,Express 2,68.45
Actual,KY3 9YE,19/09/2024,Emergency,79.13
Actual,KY3 9YE,20/09/2024,Standard,62.11
Actual,KY3 9YE,20/09/2024,Express 5,64.26
Actual,KY3 9YE,20/09/2024,Express 3,66.46
Actual,KY3 9YE,20/09/2024,Express 2,68.44
Actual,KY3 9YE,20/09/2024,Emergency,79.11
Actual,KY3 9YE,21/09/2024,Standard,61.5
Actual,KY3 9YE,21/09/2024,Express 5,64.23
Actual,KY3 9YE,21/09/2024,Express 3,66.42
Actual,KY3 9YE,21/09/2024,Express 2,68.4
Actual,KY3 9YE,21/09/2024,Emergency,79.08
Actual,KY3 9YE,22/09/2024,Standard,61.5
Actual,KY3 9YE,22/09/2024,Express 5,64.23
Actual,KY3 9YE,22/09/2024,Express 3,66.42
Actual,KY3 9YE,22/09/2024,Express 2,68.4
Actual,KY3 9YE,22/09/2024,Emergency,79.08
Actual,KY3 9YE,23/09/2024,Standard,60.35
Actual,KY3 9YE,23/09/2024,Express 5,62.5
Actual,KY3 9YE,23/09/2024,Express 3,64.7
Actual,KY3 9YE,23/09/2024,Express 2,66.68
Actual,KY3 9YE,23/09/2024,Emergency,77.35
Actual,KY3 9YE,24/09/2024,Standard,60.35
Actual,KY3 9YE,24/09/2024,Express 5,62.5
Actual,KY3 9YE,24/09/2024,Express 3,64.7
Actual,KY3 9YE,24/09/2024,Express 2,66.68
Actual,KY3 9YE,24/09/2024,Emergency,77.35
Actual,KY3 9YE,25/09/2024,Standard,60.35
Actual,KY3 9YE,25/09/2024,Express 5,62.5
Actual,KY3 9YE,25/09/2024,Express 3,64.7
Actual,KY3 9YE,25/09/2024,Express 2,66.68
Actual,KY3 9YE,25/09/2024,Emergency,77.35
Actual,KY3 9YE,26/09/2024,Standard,60.32
Actual,KY3 9YE,26/09/2024,Express 5,62.47
Actual,KY3 9YE,26/09/2024,Express 3,64.67
Actual,KY3 9YE,26/09/2024,Express 2,66.65
Actual,KY3 9YE,26/09/2024,Emergency,77.32
Actual,LE15 9AR,19/09/2024,Standard,59.7
Actual,LE15 9AR,19/09/2024,Express 5,59.95
Actual,LE15 9AR,19/09/2024,Express 3,62.59
Actual,LE15 9AR,19/09/2024,Express 2,64.35
Actual,LE15 9AR,19/09/2024,Emergency,66.65
Actual,LE15 9AR,20/09/2024,Standard,60
Actual,LE15 9AR,20/09/2024,Express 5,60.95
Actual,LE15 9AR,20/09/2024,Express 3,62.59
Actual,LE15 9AR,20/09/2024,Express 2,64.35
Actual,LE15 9AR,20/09/2024,Emergency,66.65
Actual,LE15 9AR,21/09/2024,Standard,55.49
Actual,LE15 9AR,21/09/2024,Express 5,60.95
Actual,LE15 9AR,21/09/2024,Express 3,62.59
Actual,LE15 9AR,21/09/2024,Express 2,64.35
Actual,LE15 9AR,21/09/2024,Emergency,66.65
Actual,LE15 9AR,22/09/2024,Standard,55.49
Actual,LE15 9AR,22/09/2024,Express 5,60.95
Actual,LE15 9AR,22/09/2024,Express 3,62.59
Actual,LE15 9AR,22/09/2024,Express 2,64.35
Actual,LE15 9AR,22/09/2024,Emergency,66.65
Actual,LE15 9AR,23/09/2024,Standard,55.58
Actual,LE15 9AR,23/09/2024,Express 5,60.95
Actual,LE15 9AR,23/09/2024,Express 3,62.59
Actual,LE15 9AR,23/09/2024,Express 2,64.35
Actual,LE15 9AR,23/09/2024,Emergency,66.65
Actual,LE15 9AR,24/09/2024,Standard,55.58
Actual,LE15 9AR,24/09/2024,Express 5,60.95
Actual,LE15 9AR,24/09/2024,Express 3,62.59
Actual,LE15 9AR,24/09/2024,Express 2,64.35
Actual,LE15 9AR,24/09/2024,Emergency,66.65
Actual,LE15 9AR,25/09/2024,Standard,58.58
Actual,LE15 9AR,25/09/2024,Express 5,60.95
Actual,LE15 9AR,25/09/2024,Express 3,62.59
Actual,LE15 9AR,25/09/2024,Express 2,64.35
Actual,LE15 9AR,25/09/2024,Emergency,66.65
Actual,LE15 9AR,26/09/2024,Standard,58.58
Actual,LE15 9AR,26/09/2024,Express 5,60.95
Actual,LE15 9AR,26/09/2024,Express 3,62.59
Actual,LE15 9AR,26/09/2024,Express 2,64.35
Actual,LE15 9AR,26/09/2024,Emergency,66.65
Actual,LE65 1BR,19/09/2024,Standard,51.56
Actual,LE65 1BR,19/09/2024,Express 5,51.79
Actual,LE65 1BR,19/09/2024,Express 3,52.66
Actual,LE65 1BR,19/09/2024,Express 2,54.57
Actual,LE65 1BR,19/09/2024,Emergency,69.31
Actual,LE65 1BR,20/09/2024,Standard,51.56
Actual,LE65 1BR,20/09/2024,Express 5,51.79
Actual,LE65 1BR,20/09/2024,Express 3,52.66
Actual,LE65 1BR,20/09/2024,Express 2,54.9
Actual,LE65 1BR,20/09/2024,Emergency,69.31
Actual,LE65 1BR,21/09/2024,Standard,51.56
Actual,LE65 1BR,21/09/2024,Express 5,51.79
Actual,LE65 1BR,21/09/2024,Express 3,52.66
Actual,LE65 1BR,21/09/2024,Express 2,54.9
Actual,LE65 1BR,21/09/2024,Emergency,69.31
Actual,LE65 1BR,22/09/2024,Standard,51.56
Actual,LE65 1BR,22/09/2024,Express 5,51.79
Actual,LE65 1BR,22/09/2024,Express 3,52.66
Actual,LE65 1BR,22/09/2024,Express 2,54.9
Actual,LE65 1BR,22/09/2024,Emergency,69.31
Actual,LE65 1BR,23/09/2024,Standard,51.56
Actual,LE65 1BR,23/09/2024,Express 5,51.79
Actual,LE65 1BR,23/09/2024,Express 3,52.66
Actual,LE65 1BR,23/09/2024,Express 2,54.9
Actual,LE65 1BR,23/09/2024,Emergency,69.31
Actual,LE65 1BR,24/09/2024,Standard,52.56
Actual,LE65 1BR,24/09/2024,Express 5,52.79
Actual,LE65 1BR,24/09/2024,Express 3,53.66
Actual,LE65 1BR,24/09/2024,Express 2,55.9
Actual,LE65 1BR,24/09/2024,Emergency,70.31
Actual,LE65 1BR,25/09/2024,Standard,53.06
Actual,LE65 1BR,25/09/2024,Express 5,53.29
Actual,LE65 1BR,25/09/2024,Express 3,54.16
Actual,LE65 1BR,25/09/2024,Express 2,56.4
Actual,LE65 1BR,25/09/2024,Emergency,70.81
Actual,LE65 1BR,26/09/2024,Standard,53.37
Actual,LE65 1BR,26/09/2024,Express 5,53.37
Actual,LE65 1BR,26/09/2024,Express 3,54.37
Actual,LE65 1BR,26/09/2024,Express 2,56.9
Actual,LE65 1BR,26/09/2024,Emergency,71.31
Actual,LL13 0YT,19/09/2024,Standard,50.6
Actual,LL13 0YT,19/09/2024,Express 5,53.19
Actual,LL13 0YT,19/09/2024,Express 3,54.09
Actual,LL13 0YT,19/09/2024,Express 2,54.29
Actual,LL13 0YT,19/09/2024,Emergency,57.1
Actual,LL13 0YT,20/09/2024,Standard,50.6
Actual,LL13 0YT,20/09/2024,Express 5,53.19
Actual,LL13 0YT,20/09/2024,Express 3,54.09
Actual,LL13 0YT,20/09/2024,Express 2,54.29
Actual,LL13 0YT,20/09/2024,Emergency,57.1
Actual,LL13 0YT,21/09/2024,Standard,50.6
Actual,LL13 0YT,21/09/2024,Express 5,53.19
Actual,LL13 0YT,21/09/2024,Express 3,54.09
Actual,LL13 0YT,21/09/2024,Express 2,54.29
Actual,LL13 0YT,21/09/2024,Emergency,57.1
Actual,LL13 0YT,22/09/2024,Standard,50.6
Actual,LL13 0YT,22/09/2024,Express 5,53.19
Actual,LL13 0YT,22/09/2024,Express 3,54.09
Actual,LL13 0YT,22/09/2024,Express 2,54.29
Actual,LL13 0YT,22/09/2024,Emergency,57.1
Actual,LL13 0YT,23/09/2024,Standard,50.6
Actual,LL13 0YT,23/09/2024,Express 5,53.19
Actual,LL13 0YT,23/09/2024,Express 3,54.09
Actual,LL13 0YT,23/09/2024,Express 2,54.29
Actual,LL13 0YT,23/09/2024,Emergency,57.1
Actual,LL13 0YT,24/09/2024,Standard,50.6
Actual,LL13 0YT,24/09/2024,Express 5,53.19
Actual,LL13 0YT,24/09/2024,Express 3,54.09
Actual,LL13 0YT,24/09/2024,Express 2,54.29
Actual,LL13 0YT,24/09/2024,Emergency,57.1
Actual,LL13 0YT,25/09/2024,Standard,50.6
Actual,LL13 0YT,25/09/2024,Express 5,53.19
Actual,LL13 0YT,25/09/2024,Express 3,54.09
Actual,LL13 0YT,25/09/2024,Express 2,54.29
Actual,LL13 0YT,25/09/2024,Emergency,57.1
Actual,LL13 0YT,26/09/2024,Standard,50.6
Actual,LL13 0YT,26/09/2024,Express 5,53.19
Actual,LL13 0YT,26/09/2024,Express 3,54.09
Actual,LL13 0YT,26/09/2024,Express 2,54.29
Actual,LL13 0YT,26/09/2024,Emergency,57.1
Actual,LN13 9RB,19/09/2024,Standard,91
Actual,LN13 9RB,19/09/2024,Express 5,68.9
Actual,LN13 9RB,19/09/2024,Express 3,76.63
Actual,LN13 9RB,19/09/2024,Express 2,77.63
Actual,LN13 9RB,19/09/2024,Emergency,90.63
Actual,LN13 9RB,20/09/2024,Standard,91
Actual,LN13 9RB,20/09/2024,Express 5,68.9
Actual,LN13 9RB,20/09/2024,Express 3,76.63
Actual,LN13 9RB,20/09/2024,Express 2,77.63
Actual,LN13 9RB,20/09/2024,Emergency,90.63
Actual,LN13 9RB,21/09/2024,Standard,60
Actual,LN13 9RB,21/09/2024,Express 5,76.13
Actual,LN13 9RB,21/09/2024,Express 3,76.63
Actual,LN13 9RB,21/09/2024,Express 2,77.63
Actual,LN13 9RB,21/09/2024,Emergency,90.63
Actual,LN13 9RB,22/09/2024,Standard,60
Actual,LN13 9RB,22/09/2024,Express 5,76.13
Actual,LN13 9RB,22/09/2024,Express 3,76.63
Actual,LN13 9RB,22/09/2024,Express 2,77.63
Actual,LN13 9RB,22/09/2024,Emergency,90.63
Actual,LN13 9RB,23/09/2024,Standard,60
Actual,LN13 9RB,23/09/2024,Express 5,76.13
Actual,LN13 9RB,23/09/2024,Express 3,76.63
Actual,LN13 9RB,23/09/2024,Express 2,77.63
Actual,LN13 9RB,23/09/2024,Emergency,90.63
Actual,LN13 9RB,24/09/2024,Standard,60
Actual,LN13 9RB,24/09/2024,Express 5,76.13
Actual,LN13 9RB,24/09/2024,Express 3,76.63
Actual,LN13 9RB,24/09/2024,Express 2,77.63
Actual,LN13 9RB,24/09/2024,Emergency,90.63
Actual,LN13 9RB,25/09/2024,Standard,60
Actual,LN13 9RB,25/09/2024,Express 5,76.13
Actual,LN13 9RB,25/09/2024,Express 3,76.63
Actual,LN13 9RB,25/09/2024,Express 2,77.63
Actual,LN13 9RB,25/09/2024,Emergency,90.63
Actual,LN13 9RB,26/09/2024,Standard,61
Actual,LN13 9RB,26/09/2024,Express 5,76.13
Actual,LN13 9RB,26/09/2024,Express 3,76.63
Actual,LN13 9RB,26/09/2024,Express 2,77.63
Actual,LN13 9RB,26/09/2024,Emergency,90.63
Actual,LS22 4JF,19/09/2024,Standard,52.5
Actual,LS22 4JF,19/09/2024,Express 5,53.5
Actual,LS22 4JF,19/09/2024,Express 3,55
Actual,LS22 4JF,19/09/2024,Express 2,55.5
Actual,LS22 4JF,19/09/2024,Emergency,77.23
Actual,LS22 4JF,20/09/2024,Standard,52.5
Actual,LS22 4JF,20/09/2024,Express 5,53.5
Actual,LS22 4JF,20/09/2024,Express 3,55
Actual,LS22 4JF,20/09/2024,Express 2,55.5
Actual,LS22 4JF,20/09/2024,Emergency,77.23
Actual,LS22 4JF,21/09/2024,Standard,52.5
Actual,LS22 4JF,21/09/2024,Express 5,53.5
Actual,LS22 4JF,21/09/2024,Express 3,55
Actual,LS22 4JF,21/09/2024,Express 2,55.5
Actual,LS22 4JF,21/09/2024,Emergency,77.23
Actual,LS22 4JF,22/09/2024,Standard,52.5
Actual,LS22 4JF,22/09/2024,Express 5,53.5
Actual,LS22 4JF,22/09/2024,Express 3,55
Actual,LS22 4JF,22/09/2024,Express 2,55.5
Actual,LS22 4JF,22/09/2024,Emergency,77.23
Actual,LS22 4JF,23/09/2024,Standard,52.5
Actual,LS22 4JF,23/09/2024,Express 5,53.5
Actual,LS22 4JF,23/09/2024,Express 3,55
Actual,LS22 4JF,23/09/2024,Express 2,55.5
Actual,LS22 4JF,23/09/2024,Emergency,77.23
Actual,LS22 4JF,24/09/2024,Standard,52.5
Actual,LS22 4JF,24/09/2024,Express 5,53.5
Actual,LS22 4JF,24/09/2024,Express 3,55
Actual,LS22 4JF,24/09/2024,Express 2,55.5
Actual,LS22 4JF,24/09/2024,Emergency,77.23
Actual,LS22 4JF,25/09/2024,Standard,52.5
Actual,LS22 4JF,25/09/2024,Express 5,53.5
Actual,LS22 4JF,25/09/2024,Express 3,55
Actual,LS22 4JF,25/09/2024,Express 2,55.5
Actual,LS22 4JF,25/09/2024,Emergency,77.23
Actual,LS22 4JF,26/09/2024,Standard,52.49
Actual,LS22 4JF,26/09/2024,Express 5,53.49
Actual,LS22 4JF,26/09/2024,Express 3,54.99
Actual,LS22 4JF,26/09/2024,Express 2,55.49
Actual,LS22 4JF,26/09/2024,Emergency,71.99
Actual,NE18 0AD,19/09/2024,Standard,50.69
Actual,NE18 0AD,19/09/2024,Express 5,50.8
Actual,NE18 0AD,19/09/2024,Express 3,54.75
Actual,NE18 0AD,19/09/2024,Express 2,55.75
Actual,NE18 0AD,19/09/2024,Emergency,82.38
Actual,NE18 0AD,20/09/2024,Standard,50.69
Actual,NE18 0AD,20/09/2024,Express 5,51.44
Actual,NE18 0AD,20/09/2024,Express 3,54.75
Actual,NE18 0AD,20/09/2024,Express 2,55.5
Actual,NE18 0AD,20/09/2024,Emergency,82.38
